"study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...55","ref","t1","t2","dose","units...61","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
"s101","de Faria","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu",0.71,365,730,NA,"days","postnatal","both","NA","NA","NA","NA","365","395","30","days",30,"days","NA","NA","NA","0.5","0.54109589041095896","4.1095890410958902E-2",0.0410559592724884,"NA","0","days",0,"disturbance","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","nmol/mg/min","figure3(II)","disturbed (c, baseline)","control (A, baseline)",10,"min/day",64.9572649572649,24.1745908097967,8,252.427184466019,148.286470617762,8,1,"yes",1312,"Piaractus_mesopotamicus","Piaractus_mesopotamicus",-1.66806587551997,0.474435831183115
"s101","de Faria","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu",0.71,365,730,NA,"days","postnatal","both","NA","NA","NA","NA","365","395","30","days",30,"days","NA","NA","NA","0.5","0.54109589041095896","4.1095890410958902E-2",0.0410559592724884,"NA","0","days",0,"disturbance","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","GSHpx","gluthathione peroxidase; based on reduction of GSSG (oxidized glutathione) in reduced GSH (reduced glutahtione) in the presence of NADPH promoted by glutathione reductase","mmol/mg/min","figure3(III)","disturbed (c, baseline)","control (A, baseline)",10,"min/day",577.959183673469,193.949288554025,8,631.075697211155,117.193793216575,8,1,"yes",1313,"Piaractus_mesopotamicus","Piaractus_mesopotamicus",-0.313354074207336,0.289979605067924
"s101","de Faria","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu",0.71,365,730,NA,"days","postnatal","both","NA","NA","NA","NA","365","395","30","days",30,"days","NA","NA","NA","0.5","0.54109589041095896","4.1095890410958902E-2",0.0410559592724884,"NA","0","days",0,"disturbance","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GSH","reduced glutathione","ug/mg","figure3(IV)","disturbed (c, baseline)","control (A, baseline)",10,"min/day",19.9553571428571,2.46224682734601,8,19.0243902439024,3.31132931677604,8,1,"yes",1314,"Piaractus_mesopotamicus","Piaractus_mesopotamicus",0.301603954766162,0.289232311657457
"s101","de Faria","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu",0.71,365,730,NA,"days","postnatal","both","NA","NA","NA","NA","365","395","30","days",30,"days","NA","NA","NA","0.5","0.54109589041095896","4.1095890410958902E-2",0.0410559592724884,"NA","0","days",0,"disturbance","NA","NA","NA","NA","plasma/serum","plasma","NA","NA","NA","NA","NA","glucocorticoids","baseline cortisol","cortisol","ng/ml","figure1","disturbed (c, baseline)","control (A, baseline)",10,"min/day",146.95945945946,49.3700680558176,8,67.6056338028169,25.8940511420427,8,1,"yes",1315,"Piaractus_mesopotamicus","Piaractus_mesopotamicus",1.9028869353209,0.456833108987347
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenates","NA","NA","NA","NA","oxidative damage","ROS production","% area occupied by MitoSOX+ cells","% area occupied","figure2d","Prenatal stress (PS)","Control",135,"minutes/day",1.76508196302074,0.171764337127879,6,1.02989540444467,0.268734137957191,6,1,"No",1529,"Rattus_norvegicus","Rattus_norvegicus",3.00807860151891,0.932205871550868
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenates","NA","NA","NA","NA","oxidative damage","ROS production","% area occupied by MitoSOX+ cells","% area occupied","figure2c","Prenatal stress (PS)","Control",135,"minutes/day",1.98968933216524,0.239765742394543,6,1.00562706381832,0.232062425369819,6,2,"No",1530,"Rattus_norvegicus","Rattus_norvegicus",3.84851181394889,1.14134133163825
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","NA","isolated","1","NA","NA","NA","metabolic capacity","Mit membrane potential","Mit membrane potential","CON(%)","figure3b","Prenatal stress (PS)","Control",135,"minutes/day",0.700490433391568,0.0796887189047458,6,1.04013976299228,0.0827822250734098,6,1,"No",1531,"Rattus_norvegicus","Rattus_norvegicus",3.85734364337886,1.14503305779853
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","NA","isolated","1","NA","NA","NA","metabolic capacity","Mit membrane potential","Mit membrane potential","CON(%)","figure3a","Prenatal stress (PS)","Control",135,"minutes/day",0.66199667431434,0.0503004103024525,6,1.02311562019828,0.0832153159370242,6,2,"No",1532,"Rattus_norvegicus","Rattus_norvegicus",4.84638963824808,1.82808662575652
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","ATP level","ATP level","𝞵mol / mg prot / min","figure3d","Prenatal stress (PS)","Control",135,"minutes/day",1.16961482203803,0.0871354322932527,6,1.38016577279376,0.11570286020518,6,1,"No",1533,"Rattus_norvegicus","Rattus_norvegicus",1.89694259266827,0.59364481868595
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","ATP level","ATP level","𝞵mol / mg prot / min","figure3c","Prenatal stress (PS)","Control",135,"minutes/day",1.16161872257435,0.0814028380634318,6,1.40251584592881,0.160130465486286,6,2,"No",1534,"Rattus_norvegicus","Rattus_norvegicus",1.75001313814133,0.606302830114873
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","CCO activity; complex IV activity","nmol / mg prot / min","figure3f","Prenatal stress (PS)","Control",135,"minutes/day",45.5169759685282,6.0959678025305,6,53.2921405969383,6.05511853375083,6,1,"No",1535,"Rattus_norvegicus","Rattus_norvegicus",1.1808752358486,0.469726467989494
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","CCO activity; complex IV activity","nmol / mg prot / min","figure3e","Prenatal stress (PS)","Control",135,"minutes/day",41.8673565380997,7.82106384561796,6,50.5289489438125,7.82734834850714,6,2,"No",1536,"Rattus_norvegicus","Rattus_norvegicus",1.0215024511658,0.452173396546568
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","NA","homogenate","NA","NA","enzymatic","NA","antioxidant","SOD2 activity","SOD2 activity","% of CON","figure4b","Prenatal stress (PS)","Control",135,"minutes/day",0.599075171923168,0.093867095668426,6,1.02999762864596,0.0950869032235265,6,1,"No",1537,"Rattus_norvegicus","Rattus_norvegicus",-4.20868064596167,1.28579726272566
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","NA","homogenate","NA","NA","enzymatic","NA","antioxidant","SOD2 activity","SOD2 activity","% of CON","figure4a","Prenatal stress (PS)","Control",135,"minutes/day",0.567014465259663,0.0438549859094437,6,1.0153189471188,0.101185940999012,6,2,"No",1538,"Rattus_norvegicus","Rattus_norvegicus",-5.30481404324013,2.46481677886764
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","enzymatic","NA","antioxidant","Catalase (CAT) activity","Catalase (CAT) activity","% of CON","figure4d","Prenatal stress (PS)","Control",135,"minutes/day",0.514461740666201,0.134069496497838,6,1.05053600032858,0.207472696741588,6,1,"No",1539,"Rattus_norvegicus","Rattus_norvegicus",-2.83196211749019,0.868690641146442
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","enzymatic","NA","antioxidant","Catalase (CAT) activity","Catalase (CAT) activity","% of CON","figure4c","Prenatal stress (PS)","Control",135,"minutes/day",0.464582905491437,0.224072927059871,6,1.01004641228899,0.215561536242133,6,2,"No",1540,"Rattus_norvegicus","Rattus_norvegicus",-2.28930985590479,0.662439563607388
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","NA","NA","gene/protein expression","Relative optical density of SOD2 mRNA","Relative optical density of SOD2","unitless","figure5d","Prenatal stress (PS)","Control",135,"minutes/day",0.693471194942801,0.151584628721868,6,1.09957259488649,0.223954064369736,6,1,"No",1541,"Rattus_norvegicus","Rattus_norvegicus",-1.95962882392851,0.618523181577198
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","NA","NA","gene/protein expression","Relative optical density of SOD2 mRNA","Relative optical density of SOD2","unitless","figure5c","Prenatal stress (PS)","Control",135,"minutes/day",0.697709415709058,0.188672083788813,6,1.03311237939242,0.256151692703712,6,2,"No",1542,"Rattus_norvegicus","Rattus_norvegicus",-1.3757843195779,0.502963232849623
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","enzymatic","NA","antioxidant","relative optical density of SOD2 protein","relative optical density of SOD2 protein","unitless","figure5h","Prenatal stress (PS)","Control",135,"minutes/day",0.508009153318078,0.195062341072893,6,1.01052631578947,0.235420066812114,6,1,"No",1543,"Rattus_norvegicus","Rattus_norvegicus",-2.14490119194144,0.637976748506965
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","enzymatic","NA","antioxidant","relative optical density of SOD2 protein","relative optical density of SOD2 protein","unitless","figure5g","Prenatal stress (PS)","Control",135,"minutes/day",0.615561959654179,0.203300589602753,6,1.03746397694525,0.203300589602753,6,2,"No",1544,"Rattus_norvegicus","Rattus_norvegicus",-1.91493902818864,0.583349574084003
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","Ratio of p-Akt/Akt","Ratio of p-Akt/Akt","unitless","figure7d","Prenatal stress (PS)","Control",135,"minutes/day",0.731852445468433,0.191684794977557,6,1.15933986126067,0.187488929649708,6,1,"No",1545,"Rattus_norvegicus","Rattus_norvegicus",2.08051328792139,0.616532758848582
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","Ratio of p-Akt/Akt","Ratio of p-Akt/Akt","unitless","figure7c","Prenatal stress (PS)","Control",135,"minutes/day",0.686504219779119,0.224662824221008,6,1.02654078285042,0.238722653652926,6,2,"No",1546,"Rattus_norvegicus","Rattus_norvegicus",1.35361564520472,0.491950507314433
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","NA","NA","gene/protein expression","PGC1α mRNA","Relative optical density of PGC1α","unitless","figure8f","Prenatal stress (PS)","Control",135,"minutes/day",0.605411357558598,0.172238778515666,6,1.02727701746107,0.218169119453176,6,1,"No",1547,"Rattus_norvegicus","Rattus_norvegicus",-1.98053569372493,0.606689827373413
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","NA","NA","NA","NA","gene/protein expression","PGC1α mRNA","Relative optical density of PGC1α","unitless","figure8e","Prenatal stress (PS)","Control",135,"minutes/day",0.644108856378796,0.109739606535258,6,1.04555607991191,0.166381889402828,6,2,"No",1548,"Rattus_norvegicus","Rattus_norvegicus",-2.62838866387436,0.798962496089518
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","PGC1α protein","Relative optical density of PGC1α","unitless","figure8h","Prenatal stress (PS)","Control",135,"minutes/day",0.487074829931973,0.239950015619577,6,1.02857142857143,0.226619459196267,6,1,"No",1549,"Rattus_norvegicus","Rattus_norvegicus",2.14098785102266,0.629938608801894
"Wild3","Jia","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"31","NA","days",1.40909090909091,"disturbance","NA","NA","NA","NA","brain","hippocampus","homogenate","1","NA","NA","NA","metabolic capacity","PGC1α protein","Relative optical density of PGC1α","unitless","figure8g","Prenatal stress (PS)","Control",135,"minutes/day",0.687671232876713,0.228171647272953,6,1.03561643835616,0.24830443967939,6,2,"No",1550,"Rattus_norvegicus","Rattus_norvegicus",1.34646289270659,0.491293168812198
"N15","Yam","2017","Mammalia","Rodentia","Muridae","Mus","musculus","C57BL/6J mice",20,21,56,930,"days","postnatal","male","NA","NA","NA","NA","2","9","7","days",7,"days","NA","NA","NA","9.5238095238095233E-2","0.42857142857142855","0.33333333333333331",0.170731707317073,"NA","0","days",0,"disturbance","NA","NA","NA","NA","adipose","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","UCP1 mRNA","uncoupling protein gene expression","unitless","figure1d","early life stress (reduced bedding)","control",-50,"%",48.8997555012225,36.8920704536538,6,0.977995110024459,2.87470678859639,6,1,"no",1720,"Mus_musculus","Mus_musculus",1.68998254796396,0.682177547952692
"N15","Yam","2017","Mammalia","Rodentia","Muridae","Mus","musculus","C57BL/6J mice",20,21,56,930,"days","postnatal","female","NA","NA","NA","NA","2","9","7","days",7,"days","NA","NA","NA","9.5238095238095233E-2","0.42857142857142855","0.33333333333333331",0.170731707317073,"NA","0","days",0,"disturbance","NA","NA","NA","NA","adipose","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","UCP1 mRNA","uncoupling protein gene expression","unitless","figure1d","early life stress (reduced bedding)","control",-50,"%",32.078239608802,34.9755992612562,6,1.36919315403424,3.35382458669579,6,2,"no",1721,"Mus_musculus","Mus_musculus",1.14054024113792,0.527734375026955
"Recio7","Li","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"30","NA","days",1.36363636363636,"disturbance","NA","NA","NA","NA","brain","CA3","homogenate","NA","NA","NA","NA","oxidative damage","ROS production","ROS production","fluorescense (no units)","figure4","Prenatal stress (PS), restraint stress","Control",135,"minutes/day",142.32,8.62,6,52.44,4.77,6,1,"No",1723,"Rattus_norvegicus","Rattus_norvegicus",11.9054535662106,9.48633787045535
"s102","Noguera","2017","Aves","Charadriiformes","Laridae","Larus","michahellis","yellow-legged gull",29,37.5,1460,NA,"days","postnatal","both","NA","NA","NA","NA","1","30","30","days",30,"days","NA","NA","NA","2.6666666666666668E-2","0.8","0.8",0.451127819548872,"NA","0","days",0,"disturbance","NA","NA","NA","NA","plasma/serum","plasma","plasma","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde","umolTBA/L","figure2c","stress (cort-implanted sibling)","control",1,"sibling",0.223099099099099,0.0602874159212716,13,0.166882882882883,0.0560911521765031,14,1,"yes",1732,"Larus_michahellis","Larus_michahellis",0.936158721241073,0.178466244563981
"s102","Noguera","2017","Aves","Charadriiformes","Laridae","Larus","michahellis","yellow-legged gull",29,37.5,1460,NA,"days","postnatal","both","NA","NA","NA","NA","1","30","30","days",30,"days","NA","NA","NA","2.6666666666666668E-2","0.8","0.8",0.451127819548872,"NA","0","days",0,"disturbance","NA","NA","NA","NA","plasma/serum","plasma","plasma","NA","NA","NA","proteins","oxidative damage","AOPP","advanced oxidation protein products",NA,"figure2d","stress (cort-implanted sibling)","control",1,"sibling",1.02230347349177,0.213564645932419,13,0.829250457038391,0.197745042530017,13,1,"yes",1733,"Larus_michahellis","Larus_michahellis",0.908355500803782,0.183957866857245
"s102","Noguera","2017","Aves","Charadriiformes","Laridae","Larus","michahellis","yellow-legged gull",29,37.5,1460,NA,"days","postnatal","both","NA","NA","NA","NA","1","30","30","days",30,"days","NA","NA","NA","2.6666666666666668E-2","0.8","0.8",0.451127819548872,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erthrocyte","lysed","NA","NA","enzymatic","NA","antioxidant","GPx","glutathione peroxidase","U/mL","raw data","stress (cort-implanted sibling)","control",1,"sibling",1954.75835137244,711.62836848103,13,2227.78628877824,665.260200726554,14,1,"yes",1734,"Larus_michahellis","Larus_michahellis",-0.38433079949562,0.163675920418106
"s102","Noguera","2017","Aves","Charadriiformes","Laridae","Larus","michahellis","yellow-legged gull",29,37.5,1460,NA,"days","postnatal","both","NA","NA","NA","NA","1","30","30","days",30,"days","NA","NA","NA","2.6666666666666668E-2","0.8","0.8",0.451127819548872,"NA","0","days",0,"disturbance","NA","NA","NA","NA","plasma/serum","plasma","NA","NA","NA","NA","NA","glucocorticoids","CORT","corticosterone","nmol/L","raw data","stress (cort-implanted sibling)","control",1,"sibling",27.3172511276603,1.21381128049463,13,26.2714789668301,0.926868804952208,14,1,"yes",1735,"Larus_michahellis","Larus_michahellis",0.938990897135279,0.181204000143649
