"","study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","admin","fasting_period","fasting_period_units","num_tissues_types","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","measurement_methods","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","se_t1","CI95_t1","mean_t2","sd_t2","n_t2","se_t2","CI95_t2","sample_depend","control_multiple_comparisons","type","CORT_values_available","Notes","observation","SMDH","v_SMDH","ROM","v_ROM","species_phylo"
"40","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","7","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","1","mitochondrial capacity","NA","NA","respiration","FCR:Routine/CI+CII","the proportion of maximal respiration capacity used under endogenous conditions (routine/CI+CII FCR","unitless","oroboros","data","cort","vehicle",0.641,"ng/ug",0.245833333333333,0.0559753733729613,12,0.0161586984424345,"NA",0.222833333333333,0.0285524504069689,11,0.0086088877131951,"NA","1","no","raw","NA","View study_notes",40,0.498891977873029,0.193226581903014,0.098229691671977,0.00581303895884538,"Parus_major"
"41","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mtDNA copy number","copy number","qPCR","data","cort","vehicle",0.641,"ng/ug",2.9069797665,1.16764843862802,10,0.369242857240387,"NA",3.50748763141667,1.17599822470764,12,0.339481445800738,"NA","1","no","raw","NA","View study_notes",41,-0.492951092918122,0.208004205138195,-0.187785345379521,0.0255017777434346,"Parus_major"
"42","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","basal","NA","NA","respiration","Routine","endogenous respiration rate before permeabilization","pmolO2/s/ml","oroboros","data","cort","vehicle",0.641,"ng/ug",0.406,0.145046888970429,11,0.0437332825202958,"NA",0.478666666666667,0.176166415813588,12,0.0508548637960734,"NA","1","no","raw","NA","View study_notes",42,-0.434032252532342,0.193742989450791,-0.164651301338327,0.0228905701588392,"Parus_major"
"43","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","total oxphos","NA","NA","respiration","Maximal","maximum rate fueled with substrates of CI and CII and ADP","pmolO2/s/ml","oroboros","data","cort","vehicle",0.641,"ng/ug",1.71454545454545,0.502122965743724,11,0.151395770544765,"NA",2.19808333333333,0.797015051566934,12,0.230078427285176,"NA","1","no","raw","NA","View study_notes",43,-0.699639604617057,0.200362378940768,-0.248437764110273,0.0187533242718147,"Parus_major"
"44","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","atp-linked oxphos","NA","NA","respiration","OXPHOS","rate supporting ATP synthesis through OXPHOS","pmolO2/s/ml","oroboros","data","cort","vehicle",0.641,"ng/ug",0.411454545454546,0.0939663382668105,11,0.028331916995875,"NA",1.75791666666667,0.681464393565042,12,0.196721825533961,"NA","1","no","raw","NA","View study_notes",44,-2.66781039551682,0.493831140217391,-1.45218612137533,0.0172644215870612,"Parus_major"
"45","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","leak","NA","NA","respiration","Leak","the respiration rate contributing to proton leak (not producing ATP but dissapating heat)","pmolO2/s/ml","oroboros","data","cort","vehicle",0.641,"ng/ug",1.30309090909091,0.441710867999747,11,0.133180837725215,"NA",0.440083333333333,0.148927351620198,12,0.0429916232738098,"NA","1","no","raw","NA","View study_notes",45,2.52342738743205,0.457864072251716,1.08553024083656,0.0199888998693913,"Parus_major"
"46","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","1","mitochondrial efficiency","NA","NA","respiration","oxphos coupling efficiency","OXPHOS coupling efficiency = (1-leak)/CI + CII)","unitless","oroboros","data","cort","vehicle",0.641,"ng/ug",0.751818181818182,0.051277320877398,11,0.0154606939640897,"NA",0.795416666666667,0.0435106221792362,12,0.0125604347138951,"NA","1","no","raw","NA","View study_notes",46,-0.883637651523024,0.211804639744751,-0.0563715711524812,0.000672250857399031,"Parus_major"
"47","s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit","prenatal","both","2.5","2.5","13","days","NA","NA","1","days",13,"days","14","NA","days","cort","NA","NA","injected","NA","NA",1,"erythrocyte","erythrocyte","homogenate","1","mitochondrial capacity","NA","NA","respiration","FCR:Routine/CI+CII","the proportion of maximal respiration capacity used under endogenous conditions (routine/CI+CII FCR","unitless","oroboros","data","cort","vehicle",0.641,"ng/ug",0.238909090909091,0.0518872904389014,11,0.0156446067067301,"NA",0.220416666666667,0.0338081709686049,12,0.00975957830476646,"NA","1","no","raw","NA","View study_notes",47,0.406994972103582,0.199331460093087,0.0805634123017311,0.00624861943980402,"Parus_major"
"48","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","total oxphos","NA","NA","respiration","Routine","baseline oxygen consumption","pmolO2/s/mg","oroboros","data","cort","vehicle",6.2,"ug",12.2094351818182,5.39615904697652,11,1.62700316980935,"NA",15.3608536428571,6.22355029667589,14,1.66331378139404,"NA","1","no","raw","yes","View study_notes",48,-0.523186518905017,0.179604524151167,-0.2296132734848,0.0294827865755254,"Taeniopygia_guttata"
"49","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","atp-linked oxphos","NA","NA","respiration","OXPHOS","oxygen consumption used to produce ATP via OXPHOS","pmolO2/s/mg","oroboros","data","cort","vehicle",6.2,"ug",57.263205125,21.2123449789223,8,7.49969648973218,"NA",63.8869223333333,27.8456891849511,6,11.3679550065443,"NA","1","no","raw","yes","View study_notes",49,-0.25045878443771,0.361148756104116,-0.109456409075519,0.0488150172917821,"Taeniopygia_guttata"
"50","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","leak","NA","NA","respiration","Leak","oxygen consumption due to proton leak","pmolO2/s/mg","oroboros","data","cort","vehicle",6.2,"ug",13.8911165,4.98789915069876,8,1.76348865666686,"NA",14.5963703846154,7.11044843913736,12,2.05260966019745,"NA","1","no","raw","yes","View study_notes",50,-0.109969361347526,0.216423718229689,-0.0495233589084766,0.0358918069040771,"Taeniopygia_guttata"
"51","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","NA","ets","NA","NA","respiration","ETS","maximum oxygen consumption due to ETS","pmolO2/s/mg","oroboros","data","cort","vehicle",6.2,"ug",47.2886405,17.0490811662935,8,6.027760452843,"NA",58.1051449166667,25.2671174076584,13,7.00783749203701,"NA","1","no","raw","yes","View study_notes",51,-0.481727846422576,0.210098992234319,-0.205984104627024,0.0307937822540007,"Taeniopygia_guttata"
"52","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","0","mitochondrial efficiency","NA","NA","respiration","FCR(L/R)","efficiency of mito to couple ATP production to oxygen consumption","unitless","oroboros","data","cort","vehicle",6.2,"ug",1.34339084891457,0.321745168915458,8,0.113754095377066,"NA",0.950446443621356,0.38027153058597,12,0.10977493527448,"NA","1","no","raw","yes","View study_notes",52,1.06835311610616,0.256976249558219,0.346020366064099,0.0205100217553551,"Taeniopygia_guttata"
"53","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","0","mitochondrial efficiency","NA","NA","respiration","FCR(L/ETS)","efficiency of mito function under stimulated conditions","unitless","oroboros","data","cort","vehicle",6.2,"ug",0.296436776454307,0.0598939332420752,8,0.0211757031737029,"NA",0.266563804112162,0.0555357278836527,12,0.0160317837216344,"NA","1","no","raw","yes","View study_notes",53,0.49532114932437,0.245133529575097,0.106220332825598,0.00871994173255527,"Taeniopygia_guttata"
"54","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"erythrocyte","erythrocyte","homogenate","1","mitochondrial capacity","NA","NA","respiration","FCR(R/ETS)","proportion of ETS maximum under endogenous conditions","unitless","oroboros","data","cort","vehicle",6.2,"ug",0.225742659683098,0.0425008921021303,8,0.0150263345059471,"NA",0.285588320867467,0.06444852436736,12,0.0186046864461847,"NA","1","no","raw","yes","View study_notes",54,-1.04986143905309,0.244872357014514,-0.235155659786139,0.0086746532807983,"Taeniopygia_guttata"
"55","s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","578.75","days","cort","NA","NA","oral","NA","NA",1,"plasma","plasma","homogenate","NA","NA","NA","NA","glucocorticoids","baseline corticosterone","blood samples collected within five minutes","ng/ml","EIA kits, Enzo Life Science","results","cort","vehicle",6.2,"ug",9.31,5.11233801699379,15,1.32,"NA",4.92,3.47974136969977,14,0.93,"NA","1","no","raw","yes","View study_notes",55,0.975718114212418,0.165886051310983,0.637780560784759,0.0558326474197985,"Taeniopygia_guttata"
"56","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","NA","1","NA","NA","NA","metabolic capacity","CS","citrate synthase, mitchondrial volume density","nM/min/mg","citrate synthase assay","tableS4","cort","vehicle",4.4,"mg/g",0.97,0.31598417681903,54,0.043,"NA",1.03,0.315360111618448,47,0.046,"NA","2","no","LS","yes","View study_notes",56,-0.188626342450189,0.0407819283346475,-0.060018009726253,0.00395967270353147,"Mus_musculus"
"57","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","NA","NA","NA","NA","NA","oxidative stress","H2O2","H2O2 emission; reactive oxygen species","pmols/mg/min","AmplexRed hydrogen peroxide kit","tableS4","cort","vehicle",4.4,"mg/g",37.2,19.8408669165437,54,2.7,"NA",36.4,19.881398341163,47,2.9,"NA","2","no","LS","yes","View study_notes",57,0.0399736048507391,0.0406210274148313,0.021739986636406,0.0116153114818082,"Mus_musculus"
"58","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","isolated","NA","total oxphos","NA","NA","respiration","complex I; state 3 (maximum)","measured with pyruvate, malate, and glutamate as substrates","nmolO2/mg/min","oxytherm","tableS4","cort","vehicle",4.4,"mg/g",150,54.3786722897866,54,7.4,"NA",142,54.8452368032084,47,8,"NA","2","no","LS","yes","View study_notes",58,0.145373708796746,0.0407389926464422,0.054808236494995,0.0056077511957504,"Mus_musculus"
"59","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","isolated","NA","leak","NA","NA","respiration","complex I; state 4 (basal)","measured with pyruvate, malate, and glutamate as substrates","nmolO2/mg/min","oxytherm","tableS4","cort","vehicle",4.4,"mg/g",26.8,7.12801515149905,54,0.97,"NA",26.9,7.54122006044115,47,1.1,"NA","2","no","LS","yes","View study_notes",59,-0.0135250183601582,0.0407696185643106,-0.00372439909098233,0.00298217927042055,"Mus_musculus"
"60","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","isolated","1","mitochondrial efficiency","NA","NA","respiration","complex I; respiratory control ratio; state 3 to state 4 which is total oxphos/basal","measured with pyruvate, malate, and glutamate as substrates","unitless","oxytherm","tableS4","cort","vehicle",4.4,"mg/g",5.74,2.05757138393787,54,0.28,"NA",5.28,2.12525292612432,47,0.31,"NA","2","no","LS","yes","View study_notes",60,0.218247322180548,0.0409430806942766,0.083533112613305,0.00582664916770867,"Mus_musculus"
"61","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","isolated","NA","total oxphos","NA","NA","respiration","complex II; state 3 (maximum)","measured using succinate as a substrate","nmolO2/mg/min","oxytherm","tableS4","cort","vehicle",4.4,"mg/g",226,57.3180599811264,54,7.8,"NA",224,57.5874986433688,47,8.4,"NA","2","no","LS","yes","View study_notes",61,0.0345466010412504,0.0406265821530436,0.00888894741724599,0.00259741610541154,"Mus_musculus"
"62","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","isolated","NA","leak","NA","NA","respiration","complex II; state 4 (basal)","measured using succinate as a substrate","nmolO2/mg/min","oxytherm","tableS4","cort","vehicle",4.4,"mg/g",53.5,16.166632302369,54,2.2,"NA",52.9,15.7680055809224,47,2.3,"NA","2","no","LS","yes","View study_notes",62,0.0372883343148412,0.0405424230983634,0.0112783150377073,0.0035813365461789,"Mus_musculus"
"63","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","54.25","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","isolated","1","mitochondrial efficiency","NA","NA","respiration","complex II; respiratory control ratio","measured using succinate as a substrate; RCR calculated as ratio of max state 3/ to basal state 4","unitless","oxytherm","tableS4","cort","vehicle",4.4,"mg/g",4.32,1.17575507653593,54,0.16,"NA",4.3,1.16546128206818,47,0.17,"NA","2","no","LS","yes","View study_notes",63,0.0169551567542531,0.0405832648751696,0.0046403795565023,0.00293474914331033,"Mus_musculus"
"64","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","38.5","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","NA","NA","NA","NA","lipids","oxidative damage","4HNE adducts","oxidative damage; lipid damage","fold change","Western blot","tableS4","cort","vehicle",4.4,"mg/g",0.97,0.169328083908134,28,0.032,"NA",1.05,0.166565302509256,24,0.034,"NA","1","no","LS","yes","View study_notes",64,-0.469138681475277,0.0826192018052698,-0.0792493716541406,0.00213684577100759,"Mus_musculus"
"65","s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse","postnatal","both","NA","NA","NA","NA","6","20","15","days",15,"days","NA","38.5","days","cort","NA","NA","oral","NA","NA",2,"liver","liver","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage; protein damage","fold change","Western blot","tableS4","cort","vehicle",4.4,"mg/g",0.95,0.269866633728588,28,0.051,"NA",1.04,0.274342851191716,24,0.056,"NA","1","no","LS","yes","View study_notes",65,-0.325753515667953,0.0816923395522417,-0.0905140075408319,0.00578140274385746,"Mus_musculus"
